Date,DayOfWeek,Month,Year,Is_Weekend,Is_Holiday,Product_ID,Category,Base_Price,Discount_Percentage,Current_Price,Store_ID,Store_Type,Competitor_Price,Footfall_Index,Avg_Temperature,Rainfall_mm,Social_Media_Sentiment,Lead_Time_Days,Safety_Stock_Level,Stock_On_Hand,Daily_Units_Sold,Festival_Name,Festival_Type,UPC_EAN,Product_Name,Sub_Category,Brand_Name,Brand_Tier,Shelf_Life_Days,No_of_Checkout_Counters,Avg_Billing_Time_min,Local_Population_Density,Product_Age_Days,No_of_Customer_Purchases,Unit_Cost,Promotional_Campaign_Flag,Competitor_Promotion_Flag,Google_Trends_Current_Wk,Google_Trends_Lag_1w,Shelf_Capacity,Promotion_Type,Marketing_Spend,Payday_Flag,School_Vacation_Flag,Local_Event_Flag,Launch_Date,Seasonal_Product_Flag,Online_Sales_Units,In_Store_Sales_Units,App_Traffic_Index,Website_Visits,Backorder_Flag,Supplier_Delay_Days,Fill_Rate_Pct,Loyalty_Program_Usage_Count,Repeat_Purchase_Rate,Avg_Basket_Size,Unit_Margin,Gross_Profit,Profit_Density,Stocking_Priority_Score,Stocking_Priority_Class,text_template
04/13/2023,3,4,2023,0,0,1002,Grocery,410.09,0.01,405.99,15,Urban,411.58,127.6,29.1,8.5,0.63,7,141,471,83,Unknown,,8148570840155,Nestle Beverages 1002,Beverages,Nestle,Premium,54,6,5.9,12371,228,22,322.2,0,0,32,32,30,Unknown,1247,0,0,0,08/28/2022,1,12,71,488,896,0,0,88.93,11,0.14,3.77,83.79000000000002,6954.5700000000015,231.81900000000005,0.3016604761907607,Medium,Category: Grocery | Product: Nestle Beverages 1002 | SubCategory: Beverages | Brand: Nestle | BrandTier: Premium | Promotion: Unknown | Festival: Unknown | StoreType: Urban
04/06/2023,3,4,2023,0,0,1012,Grocery,41.84,0.26,30.96,10,Urban,38.56,199.9,13.2,4.5,0.28,4,19,324,157,Unknown,,16104203210,Nestle Spices 1012,Spices,Nestle,Premium,7,7,3.6,13719,1330,44,30.02,1,1,92,55,52,BOGO,3281,0,0,0,08/15/2019,0,41,116,688,1674,0,1,95.84,13,0.13,3.57,0.9400000000000013,147.5800000000002,2.838076923076927,0.2995520177453415,Medium,Category: Grocery | Product: Nestle Spices 1012 | SubCategory: Spices | Brand: Nestle | BrandTier: Premium | Promotion: BOGO | Festival: Unknown | StoreType: Urban
05/06/2023,5,5,2023,1,0,1005,Clothing,254.33,0.18,208.55,17,Urban,269.17,162.3,29.1,1.7,0.56,2,70,41,139,Unknown,,5104045406377,Allen Solly Activewear 1005,Activewear,Allen Solly,Budget,1013,11,7.4,9278,1205,30,158.88,1,1,89,92,63,BOGO,4406,0,1,0,01/17/2020,0,15,124,509,977,1,0,93.77,15,0.35,4.63,49.670000000000016,6904.130000000002,109.58936507936511,0.3427486930295182,Medium,Category: Clothing | Product: Allen Solly Activewear 1005 | SubCategory: Activewear | Brand: Allen Solly | BrandTier: Budget | Promotion: BOGO | Festival: Unknown | StoreType: Urban
04/28/2023,4,4,2023,0,0,1004,Electronics,95.4,0.37,60.1,11,Urban,89.12,142.2,3.7,9.4,0.4,6,120,109,134,Unknown,,2506873456755,Sony Mobiles 1004,Mobiles,Sony,Premium,1119,6,4.4,6438,549,103,73.98,1,0,16,89,69,Seasonal Discount,5973,0,0,1,10/26/2021,0,19,115,536,1084,0,6,90.86,40,0.23,1.3,-13.880000000000003,-1859.9200000000003,-26.955362318840585,0.22979278534602568,Low,Category: Electronics | Product: Sony Mobiles 1004 | SubCategory: Mobiles | Brand: Sony | BrandTier: Premium | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Urban
02/17/2023,4,2,2023,0,0,1008,Beauty,289.12,0.39,176.36,19,Rural,262.33,113.5,15.2,0.8,0.49,13,130,40,102,Unknown,,5775484012877,L'oreal Haircare 1008,Haircare,L'oreal,Premium,504,11,2.9,1411,172,24,220.29,1,1,25,16,39,Seasonal Discount,1641,0,0,0,08/29/2022,0,25,77,577,1245,1,0,97.59,5,0.1,4.25,-43.92999999999998,-4480.859999999998,-114.8938461538461,0.2826631583433548,Medium,Category: Beauty | Product: L'oreal Haircare 1008 | SubCategory: Haircare | Brand: L'oreal | BrandTier: Premium | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Rural
03/30/2023,3,3,2023,0,0,1015,Grocery,320.52,0.38,198.72,17,Urban,300.36,142.7,33.6,2.3,0.36,1,70,305,101,Unknown,,9597694480687,Amul Grains 1015,Grains,Amul,Mid,46,11,7.4,9278,555,45,237.1,1,0,35,25,65,BOGO,2830,0,0,0,09/21/2021,0,21,80,550,1137,0,1,89.54,25,0.22,2.24,-38.379999999999995,-3876.3799999999997,-59.63661538461538,0.19716265197145,Low,Category: Grocery | Product: Amul Grains 1015 | SubCategory: Grains | Brand: Amul | BrandTier: Mid | Promotion: BOGO | Festival: Unknown | StoreType: Urban
08/25/2023,4,8,2023,0,0,1001,Home,280.57,0.36,179.56,4,Rural,295.44,101.2,32.9,0.7,0.28,8,160,467,112,Unknown,,7102851061712,Tupperware Bedding 1001,Bedding,Tupperware,Mid,2790,6,6.0,1738,616,82,183.38,1,0,50,35,90,BOGO,2896,0,0,0,12/17/2021,0,37,75,660,1566,0,2,94.44,19,0.39,1.37,-3.819999999999993,-427.83999999999924,-4.75377777777777,0.4597250171739113,High,Category: Home | Product: Tupperware Bedding 1001 | SubCategory: Bedding | Brand: Tupperware | BrandTier: Mid | Promotion: BOGO | Festival: Unknown | StoreType: Rural
09/29/2023,4,9,2023,0,0,1000,Grocery,370.46,0.1,333.41,14,Rural,363.43,54.3,22.3,2.6,0.67,10,15,5,67,Unknown,,6817973669476,Amul Spices 1000,Spices,Amul,Budget,63,11,7.6,1293,1680,56,286.68,0,0,57,50,109,Unknown,977,0,0,0,02/22/2019,0,16,51,516,1003,1,3,92.79,14,0.39,1.2,46.73000000000002,3130.910000000001,28.723944954128452,0.19285665314116957,Low,Category: Grocery | Product: Amul Spices 1000 | SubCategory: Spices | Brand: Amul | BrandTier: Budget | Promotion: Unknown | Festival: Unknown | StoreType: Rural
07/08/2023,5,7,2023,1,1,1007,Home,171.13,0.17,142.04,20,Urban,183.88,109.3,26.9,0.2,0.78,6,84,330,120,Unknown,,1101924574788,Ikea Kitchenware 1007,Kitchenware,Ikea,Budget,2470,9,5.7,8788,891,120,98.62,1,0,39,57,94,BOGO,1686,0,0,0,01/28/2021,0,41,79,688,1674,0,2,97.72,45,0.27,1.0,43.41999999999999,5210.399999999999,55.42978723404254,0.5012373240405001,High,Category: Home | Product: Ikea Kitchenware 1007 | SubCategory: Kitchenware | Brand: Ikea | BrandTier: Budget | Promotion: BOGO | Festival: Unknown | StoreType: Urban
07/11/2023,1,7,2023,0,1,1018,Grocery,383.73,0.23,295.47,4,Rural,385.63,189.6,2.1,1.6,0.87,9,197,180,100,Unknown,,9284369426405,Amul Beverages 1018,Beverages,Amul,Mid,82,6,6.0,1738,653,85,246.35,1,0,92,39,37,BOGO,2686,0,0,0,09/26/2021,1,10,90,474,843,0,0,90.54,46,0.19,1.18,49.12000000000003,4912.000000000004,132.75675675675686,0.2918984685304983,Medium,Category: Grocery | Product: Amul Beverages 1018 | SubCategory: Beverages | Brand: Amul | BrandTier: Mid | Promotion: BOGO | Festival: Unknown | StoreType: Rural
03/10/2023,4,3,2023,0,0,1010,Home,219.22,0.17,181.95,14,Rural,198.27,143.9,23.9,2.6,0.16,12,124,272,124,Unknown,,5360161709121,Ikea Kitchenware 1010,Kitchenware,Ikea,Mid,2038,11,7.6,1293,496,86,175.76,1,0,57,92,96,Loyalty Only,2855,0,0,0,10/30/2021,0,22,102,557,1164,0,1,97.89,45,0.39,1.44,6.189999999999998,767.5599999999997,7.995416666666664,0.4714976985072457,High,Category: Home | Product: Ikea Kitchenware 1010 | SubCategory: Kitchenware | Brand: Ikea | BrandTier: Mid | Promotion: Loyalty Only | Festival: Unknown | StoreType: Rural
10/05/2023,3,10,2023,0,0,1011,Clothing,244.67,0.38,151.7,4,Urban,255.27,62.6,19.7,3.3,0.82,6,164,360,100,Unknown,,9350894528554,Allen Solly Ethnic wear 1011,Ethnic wear,Allen Solly,Mid,1141,12,2.5,10210,794,72,163.89,1,1,77,57,27,Flash Sale,3306,1,0,0,08/02/2021,1,36,64,653,1540,0,0,88.74,28,0.13,1.39,-12.189999999999998,-1218.9999999999998,-45.14814814814814,0.2826262088859839,Medium,Category: Clothing | Product: Allen Solly Ethnic wear 1011 | SubCategory: Ethnic wear | Brand: Allen Solly | BrandTier: Mid | Promotion: Flash Sale | Festival: Unknown | StoreType: Urban
12/15/2023,4,12,2023,0,0,1011,Electronics,325.81,0.16,273.68,6,Urban,300.41,182.7,-1.3,3.9,0.25,10,192,184,86,Unknown,,4385547629763,Samsung Computers 1011,Computers,Samsung,Mid,1224,7,3.6,6002,1637,26,257.51,1,0,29,77,40,Loyalty Only,6816,0,1,0,06/22/2019,0,16,70,516,1003,0,3,93.08,10,0.15,3.31,16.170000000000016,1390.6200000000013,34.76550000000003,0.3304039074038004,Medium,Category: Electronics | Product: Samsung Computers 1011 | SubCategory: Computers | Brand: Samsung | BrandTier: Mid | Promotion: Loyalty Only | Festival: Unknown | StoreType: Urban
09/04/2023,0,9,2023,0,0,1006,Clothing,14.09,0.07,13.1,9,Urban,14.91,90.3,-0.5,1.6,0.43,7,40,322,133,Unknown,,3008747811724,FabIndia Formalwear 1006,Formalwear,FabIndia,Mid,1057,3,6.8,6250,1238,74,7.51,0,0,75,29,77,Unknown,1499,1,0,0,04/14/2020,0,40,93,681,1647,0,1,89.71,40,0.17,1.8,5.59,743.47,9.655454545454546,0.29378215226953647,Medium,Category: Clothing | Product: FabIndia Formalwear 1006 | SubCategory: Formalwear | Brand: FabIndia | BrandTier: Mid | Promotion: Unknown | Festival: Unknown | StoreType: Urban
03/17/2023,4,3,2023,0,0,1012,Electronics,328.73,0.2,262.98,12,Rural,306.91,86.6,-0.7,3.7,0.9,5,132,143,101,Unknown,,8638690599897,Samsung Mobiles 1012,Mobiles,Samsung,Premium,1796,5,7.8,1981,1727,46,246.78,1,0,82,75,112,Loyalty Only,2057,0,0,0,06/24/2018,0,30,71,612,1379,0,2,95.92,18,0.11,2.2,16.200000000000017,1636.2000000000016,14.608928571428587,0.4160935865059437,High,Category: Electronics | Product: Samsung Mobiles 1012 | SubCategory: Mobiles | Brand: Samsung | BrandTier: Premium | Promotion: Loyalty Only | Festival: Unknown | StoreType: Rural
06/03/2023,5,6,2023,1,0,1007,Clothing,311.2,0.49,158.71,8,Rural,301.58,94.6,24.0,3.6,0.45,14,167,435,117,Unknown,,3511793359086,FabIndia Formalwear 1007,Formalwear,FabIndia,Mid,1060,11,6.0,1321,1502,60,180.11,1,1,14,82,99,Loyalty Only,3853,1,1,0,04/23/2019,0,44,73,708,1754,0,2,89.53,17,0.2,1.95,-21.400000000000006,-2503.8000000000006,-25.290909090909096,0.26557619988306547,Low,Category: Clothing | Product: FabIndia Formalwear 1007 | SubCategory: Formalwear | Brand: FabIndia | BrandTier: Mid | Promotion: Loyalty Only | Festival: Unknown | StoreType: Rural
05/24/2023,2,5,2023,0,0,1008,Clothing,158.37,0.11,140.95,4,Urban,166.65,136.6,0.7,1.9,0.2,8,76,99,117,Unknown,,3749811340871,FabIndia Winter wear 1008,Winter wear,FabIndia,Premium,781,12,2.5,10210,1587,39,112.57,0,0,29,14,89,Unknown,638,0,1,0,01/18/2019,1,19,98,536,1084,0,1,94.66,8,0.12,3.0,28.379999999999995,3320.4599999999996,37.308539325842695,0.34978424272266445,High,Category: Clothing | Product: FabIndia Winter wear 1008 | SubCategory: Winter wear | Brand: FabIndia | BrandTier: Premium | Promotion: Unknown | Festival: Unknown | StoreType: Urban
03/27/2023,0,3,2023,0,0,1006,Grocery,47.47,0.31,32.75,5,Rural,51.78,131.7,13.7,8.9,0.16,8,22,89,131,Unknown,,9655593773495,Ashirvad Spices 1006,Spices,Ashirvad,Budget,77,13,2.3,682,268,52,29.79,1,0,46,29,97,Seasonal Discount,6086,0,0,0,07/02/2022,0,20,111,543,1111,0,0,94.95,30,0.13,2.52,2.960000000000001,387.7600000000001,3.9975257731958775,0.3072589865588731,Medium,Category: Grocery | Product: Ashirvad Spices 1006 | SubCategory: Spices | Brand: Ashirvad | BrandTier: Budget | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Rural
07/04/2023,1,7,2023,0,0,1014,Beauty,50.01,0.22,39.01,6,Urban,48.72,123.7,9.3,3.9,0.47,10,68,471,133,Unknown,,7639209561846,Lakme Makeup 1014,Makeup,Lakme,Premium,522,7,3.6,6002,1922,33,29.1,1,1,29,46,99,BOGO,2766,1,0,0,03/30/2018,0,19,114,536,1084,0,0,98.18,9,0.2,4.03,9.909999999999997,1318.0299999999995,13.313434343434338,0.3848319035590962,High,Category: Beauty | Product: Lakme Makeup 1014 | SubCategory: Makeup | Brand: Lakme | BrandTier: Premium | Promotion: BOGO | Festival: Unknown | StoreType: Urban
10/12/2023,3,10,2023,0,0,1001,Home,462.0,0.04,443.52,5,Urban,492.44,157.6,17.0,2.0,0.76,9,63,245,86,Unknown,,7102851061712,Tupperware Bedding 1001,Bedding,Tupperware,Mid,2790,11,6.6,5663,616,82,386.93,1,0,33,29,60,Seasonal Discount,2921,0,0,0,02/03/2022,0,15,71,509,977,0,1,97.48,33,0.27,1.05,56.589999999999975,4866.739999999998,81.1123333333333,0.5434380277770561,High,Category: Home | Product: Tupperware Bedding 1001 | SubCategory: Bedding | Brand: Tupperware | BrandTier: Mid | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Urban
08/08/2023,1,8,2023,0,0,1019,Home,346.19,0.24,263.1,19,Rural,324.78,97.5,23.3,14.7,1.0,12,113,238,77,Unknown,,3209844131820,Philips Kitchenware 1019,Kitchenware,Philips,Budget,1822,11,2.9,1411,443,63,279.21,1,0,37,33,113,Flash Sale,6303,0,0,1,05/22/2022,0,27,50,591,1298,0,3,94.18,28,0.36,1.22,-16.109999999999957,-1240.4699999999966,-10.977610619468997,0.37180411934227314,High,Category: Home | Product: Philips Kitchenware 1019 | SubCategory: Kitchenware | Brand: Philips | BrandTier: Budget | Promotion: Flash Sale | Festival: Unknown | StoreType: Rural
03/10/2023,4,3,2023,0,0,1011,Home,67.92,0.35,44.15,8,Urban,72.09,167.3,22.4,9.3,0.79,6,30,417,147,Unknown,,241095574500,Philips Kitchenware 1011,Kitchenware,Philips,Premium,1911,3,7.5,7119,1530,134,56.09,1,1,90,37,62,BOGO,3247,0,0,1,12/31/2018,0,26,121,584,1272,0,1,99.8,75,0.3,1.1,-11.940000000000005,-1755.1800000000007,-28.30935483870969,0.47590209919064846,High,Category: Home | Product: Philips Kitchenware 1011 | SubCategory: Kitchenware | Brand: Philips | BrandTier: Premium | Promotion: BOGO | Festival: Unknown | StoreType: Urban
02/16/2023,3,2,2023,0,0,1000,Electronics,181.58,0.26,134.37,9,Rural,187.3,76.3,15.6,20.3,0.88,1,52,211,112,Unknown,,8427460612484,Sony Computers 1000,Computers,Sony,Mid,1882,10,7.6,1191,801,62,151.06,1,1,70,90,33,BOGO,5951,0,0,0,12/07/2020,0,15,97,509,977,0,0,93.25,14,0.19,1.81,-16.689999999999998,-1869.2799999999997,-56.644848484848474,0.39113198850702147,High,Category: Electronics | Product: Sony Computers 1000 | SubCategory: Computers | Brand: Sony | BrandTier: Mid | Promotion: BOGO | Festival: Unknown | StoreType: Rural
04/04/2023,1,4,2023,0,0,1007,Home,298.28,0.44,167.04,15,Rural,279.95,167.4,13.6,5.9,0.75,9,20,80,111,Unknown,,1101924574788,Ikea Kitchenware 1007,Kitchenware,Ikea,Budget,2470,13,3.1,1680,891,103,205.69,1,1,72,70,82,Loyalty Only,5097,1,0,0,10/25/2020,0,28,83,598,1325,0,0,99.62,39,0.2,1.08,-38.650000000000006,-4290.150000000001,-52.3189024390244,0.5190373292380686,High,Category: Home | Product: Ikea Kitchenware 1007 | SubCategory: Kitchenware | Brand: Ikea | BrandTier: Budget | Promotion: Loyalty Only | Festival: Unknown | StoreType: Rural
08/26/2023,5,8,2023,1,0,1004,Home,418.61,0.14,360.0,4,Rural,402.08,149.6,10.9,2.4,0.9,3,118,114,93,Unknown,,1418637259927,Philips Kitchenware 1004,Kitchenware,Philips,Budget,2366,6,6.0,1738,607,80,209.85,0,0,53,72,70,Unknown,1319,0,0,0,12/27/2021,0,24,69,571,1218,0,1,97.65,31,0.16,1.16,150.15,13963.95,199.485,0.5556125228972146,High,Category: Home | Product: Philips Kitchenware 1004 | SubCategory: Kitchenware | Brand: Philips | BrandTier: Budget | Promotion: Unknown | Festival: Unknown | StoreType: Rural
07/23/2023,6,7,2023,1,0,1014,Grocery,26.61,0.04,25.55,9,Urban,24.65,152.5,29.5,1.6,0.08,9,76,275,134,Unknown,,7766417546584,Nestle Grains 1014,Grains,Nestle,Budget,82,3,6.8,6250,1757,133,14.58,0,0,40,53,103,Unknown,900,0,0,0,09/30/2018,0,50,84,749,1915,0,1,92.85,68,0.36,1.01,10.97,1469.98,14.271650485436894,0.26871630314415834,Low,Category: Grocery | Product: Nestle Grains 1014 | SubCategory: Grains | Brand: Nestle | BrandTier: Budget | Promotion: Unknown | Festival: Unknown | StoreType: Urban
08/06/2023,6,8,2023,1,0,1000,Clothing,122.13,0.47,64.73,7,Rural,119.27,122.2,8.2,5.4,0.93,7,175,79,152,Unknown,,7738194950076,Allen Solly Activewear 1000,Activewear,Allen Solly,Premium,829,11,5.2,1046,706,110,88.68,1,0,21,40,85,BOGO,2124,0,0,0,08/30/2021,0,50,102,749,1915,0,3,98.31,38,0.22,1.38,-23.950000000000003,-3640.4000000000005,-42.828235294117654,0.3464623056736729,Medium,Category: Clothing | Product: Allen Solly Activewear 1000 | SubCategory: Activewear | Brand: Allen Solly | BrandTier: Premium | Promotion: BOGO | Festival: Unknown | StoreType: Rural
12/07/2023,3,12,2023,0,0,1000,Home,445.43,0.19,360.8,8,Rural,419.03,150.1,5.4,19.8,0.4,14,104,55,75,Unknown,,495872934000,Sleepwell Furniture 1000,Furniture,Sleepwell,Premium,1117,11,6.0,1321,1651,31,374.9,1,0,67,21,30,Seasonal Discount,2460,0,1,0,05/31/2019,0,19,56,536,1084,0,1,86.84,11,0.1,2.42,-14.099999999999966,-1057.4999999999975,-35.249999999999915,0.24458999449240837,Low,Category: Home | Product: Sleepwell Furniture 1000 | SubCategory: Furniture | Brand: Sleepwell | BrandTier: Premium | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Rural
02/08/2023,2,2,2023,0,0,1009,Beauty,9.54,0.29,6.77,15,Urban,9.81,62.0,24.7,4.9,0.92,12,161,178,131,Unknown,,7654427826707,Lakme Makeup 1009,Makeup,Lakme,Budget,567,6,5.9,12371,1014,47,6.0,1,1,22,67,71,Seasonal Discount,4369,0,0,0,04/30/2020,0,20,111,543,1111,0,1,85.03,17,0.21,2.79,0.7699999999999996,100.86999999999995,1.420704225352112,0.19403538800612039,Low,Category: Beauty | Product: Lakme Makeup 1009 | SubCategory: Makeup | Brand: Lakme | BrandTier: Budget | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Urban
04/10/2023,0,4,2023,0,0,1009,Home,104.69,0.4,62.81,19,Urban,115.04,177.7,9.4,10.7,0.08,13,115,308,135,Unknown,,7030810140677,Sleepwell Kitchenware 1009,Kitchenware,Sleepwell,Premium,1569,15,3.6,7003,943,83,58.54,1,1,70,22,25,Flash Sale,5687,0,0,0,09/09/2020,0,50,85,749,1915,0,2,94.04,34,0.34,1.63,4.270000000000003,576.4500000000004,23.058000000000014,0.37784837562048,High,Category: Home | Product: Sleepwell Kitchenware 1009 | SubCategory: Kitchenware | Brand: Sleepwell | BrandTier: Premium | Promotion: Flash Sale | Festival: Unknown | StoreType: Urban
10/16/2023,0,10,2023,0,0,1014,Electronics,479.72,0.16,402.96,15,Urban,432.9,58.3,28.9,2.0,0.72,3,60,48,58,Unknown,,9068867798232,Samsung Mobiles 1014,Mobiles,Samsung,Budget,1364,6,5.9,12371,1510,25,385.28,1,1,17,70,92,Seasonal Discount,3509,0,0,0,08/28/2019,0,9,49,467,816,0,4,86.84,8,0.39,2.32,17.680000000000007,1025.4400000000005,11.146086956521744,0.23467115482870607,Low,Category: Electronics | Product: Samsung Mobiles 1014 | SubCategory: Mobiles | Brand: Samsung | BrandTier: Budget | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Urban
09/11/2023,0,9,2023,0,0,1016,Electronics,308.63,0.36,197.52,5,Rural,311.16,72.3,8.1,2.6,0.74,9,198,259,96,Unknown,,2275932199366,Samsung Mobiles 1016,Mobiles,Samsung,Premium,1143,13,2.3,682,102,47,188.1,1,0,87,17,74,Seasonal Discount,2593,0,0,0,06/01/2023,0,13,83,495,923,0,6,95.41,26,0.38,2.04,9.420000000000016,904.3200000000015,12.220540540540561,0.30541443079025765,Medium,Category: Electronics | Product: Samsung Mobiles 1016 | SubCategory: Mobiles | Brand: Samsung | BrandTier: Premium | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Rural
08/10/2023,3,8,2023,0,0,1005,Electronics,134.53,0.07,125.11,19,Rural,136.51,136.5,23.1,11.8,1.0,14,55,273,145,Unknown,,435507398804,Sony Audio 1005,Audio,Sony,Budget,1593,11,2.9,1411,1969,67,70.35,0,0,38,87,44,Unknown,998,0,0,0,03/20/2018,0,51,94,756,1942,0,0,95.51,26,0.31,2.16,54.760000000000005,7940.200000000001,180.45909090909092,0.4805634429379789,High,Category: Electronics | Product: Sony Audio 1005 | SubCategory: Audio | Brand: Sony | BrandTier: Budget | Promotion: Unknown | Festival: Unknown | StoreType: Rural
12/23/2023,5,12,2023,1,1,1002,Home,38.16,0.15,32.44,7,Urban,41.32,160.9,-3.2,7.1,0.77,7,52,291,174,Unknown,,660993912552,Ikea Kitchenware 1002,Kitchenware,Ikea,Premium,2154,8,7.3,11584,534,148,24.5,0,1,33,38,112,Unknown,1299,0,1,0,07/07/2022,0,60,114,818,2183,0,2,91.92,83,0.2,1.18,7.939999999999998,1381.5599999999995,12.335357142857138,0.3870662750329243,High,Category: Home | Product: Ikea Kitchenware 1002 | SubCategory: Kitchenware | Brand: Ikea | BrandTier: Premium | Promotion: Unknown | Festival: Unknown | StoreType: Urban
01/23/2023,0,1,2023,0,0,1012,Grocery,18.95,0.07,17.62,6,Rural,18.97,61.4,10.4,19.9,0.38,7,36,372,119,Unknown,,16104203210,Nestle Spices 1012,Spices,Nestle,Premium,7,8,4.8,1952,1330,84,9.74,0,0,73,33,72,Unknown,527,0,0,1,06/03/2019,0,33,86,633,1459,0,2,88.95,38,0.16,1.42,7.880000000000001,937.7200000000001,13.02388888888889,0.19663342719917232,Low,Category: Grocery | Product: Nestle Spices 1012 | SubCategory: Spices | Brand: Nestle | BrandTier: Premium | Promotion: Unknown | Festival: Unknown | StoreType: Rural
09/07/2023,3,9,2023,0,0,1015,Beauty,126.15,0.41,74.43,19,Urban,127.25,188.1,8.7,7.5,0.56,7,94,290,145,Unknown,,1914986328580,Lakme Fragrance 1015,Fragrance,Lakme,Mid,702,15,3.6,7003,1988,81,69.99,1,0,80,73,58,Seasonal Discount,2639,0,0,0,03/29/2018,0,31,114,619,1406,0,3,86.44,24,0.32,1.79,4.440000000000012,643.8000000000018,11.10000000000003,0.19704323398090817,Low,Category: Beauty | Product: Lakme Fragrance 1015 | SubCategory: Fragrance | Brand: Lakme | BrandTier: Mid | Promotion: Seasonal Discount | Festival: Unknown | StoreType: Urban
01/10/2023,1,1,2023,0,0,1007,Home,441.34,0.11,392.79,17,Rural,438.84,196.0,27.7,3.0,0.37,2,167,29,83,Unknown,,1101924574788,Ikea Kitchenware 1007,Kitchenware,Ikea,Budget,2470,4,2.6,1279,891,52,369.59,0,0,18,80,115,Unknown,1546,0,0,0,08/02/2020,0,27,56,591,1298,1,0,87.03,13,0.36,1.6,23.200000000000045,1925.6000000000038,16.74434782608699,0.32400871982687,Medium,Category: Home | Product: Ikea Kitchenware 1007 | SubCategory: Kitchenware | Brand: Ikea | BrandTier: Budget | Promotion: Unknown | Festival: Unknown | StoreType: Rural
09/03/2023,6,9,2023,1,0,1014,Grocery,210.88,0.36,134.96,10,Urban,201.13,140.9,33.7,3.8,0.2,11,103,373,150,Unknown,,7766417546584,Nestle Grains 1014,Grains,Nestle,Budget,82,7,3.6,13719,1757,47,118.17,1,1,58,18,106,Loyalty Only,4721,1,0,0,11/11/2018,0,32,118,626,1432,0,3,97.14,15,0.33,3.19,16.790000000000006,2518.500000000001,23.75943396226416,0.3006431693856076,Medium,Category: Grocery | Product: Nestle Grains 1014 | SubCategory: Grains | Brand: Nestle | BrandTier: Budget | Promotion: Loyalty Only | Festival: Unknown | StoreType: Urban
11/21/2023,1,11,2023,0,0,1016,Grocery,361.57,0.47,191.63,19,Urban,329.46,122.2,13.4,11.5,0.25,4,136,251,97,Unknown,,8572879201082,Tata Spices 1016,Spices,Tata,Premium,10,15,3.6,7003,1127,63,285.0,1,1,64,58,104,Loyalty Only,2857,0,0,0,10/20/2020,0,29,68,605,1352,0,3,90.95,17,0.19,1.54,-93.37,-9056.890000000001,-87.08548076923078,0.17568667123172338,Low,Category: Grocery | Product: Tata Spices 1016 | SubCategory: Spices | Brand: Tata | BrandTier: Premium | Promotion: Loyalty Only | Festival: Unknown | StoreType: Urban
04/10/2023,0,4,2023,0,0,1016,Home,459.55,0.26,340.07,11,Urban,451.15,161.2,28.0,4.0,0.22,10,19,62,82,Unknown,,4975301079524,Philips Kitchenware 1016,Kitchenware,Philips,Mid,2051,6,4.4,6438,1701,17,342.62,1,1,49,64,62,BOGO,1864,0,0,0,08/13/2018,0,8,74,461,789,0,1,88.9,3,0.37,4.82,-2.5500000000000114,-209.10000000000093,-3.3725806451613054,0.3484904442286386,Medium,Category: Home | Product: Philips Kitchenware 1016 | SubCategory: Kitchenware | Brand: Philips | BrandTier: Mid | Promotion: BOGO | Festival: Unknown | StoreType: Urban
10/17/2023,1,10,2023,0,0,1012,Home,206.98,0.27,151.1,15,Urban,188.46,99.3,23.0,1.5,0.55,8,140,81,112,Unknown,,8680191775025,Tupperware Decor 1012,Decor,Tupperware,Budget,1644,6,5.9,12371,265,62,118.25,1,0,81,49,61,BOGO,4190,0,0,0,01/25/2023,1,25,87,577,1245,0,3,92.07,31,0.34,1.81,32.849999999999994,3679.1999999999994,60.314754098360645,0.3550192778200009,High,Category: Home | Product: Tupperware Decor 1012 | SubCategory: Decor | Brand: Tupperware | BrandTier: Budget | Promotion: BOGO | Festival: Unknown | StoreType: Urban
06/29/2023,3,6,2023,0,0,1016,Grocery,99.68,0.23,76.75,10,Rural,100.69,124.0,33.7,2.9,0.91,12,69,404,145,Unknown,,8572879201082,Tata Spices 1016,Spices,Tata,Premium,10,13,4.2,1104,1127,29,67.99,1,1,19,81,106,Flash Sale,4436,0,1,0,05/28/2020,0,38,107,667,1593,0,3,97.43,11,0.1,5.0,8.760000000000005,1270.2000000000007,11.983018867924535,0.29550266824780297,Medium,Category: Grocery | Product: Tata Spices 1016 | SubCategory: Spices | Brand: Tata | BrandTier: Premium | Promotion: Flash Sale | Festival: Unknown | StoreType: Rural
